id;parent_id;niveau;niveau_nom;code;libelle;chemin_codes;chemin_libelles;definition;source;url
term:111_48;sg:111;4;terme;111_48;ANALYSE DES SYSTEMES;1 > 11 > 111 > 111_48;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > ANALYSE DES SYSTEMES;Méthode de modélisation d'un processus complexe où un grand nombre de phénomènes sont interdépendants : chacune des variables pertinentes est repérée par son niveau et son taux de variation puis les interactions directes entre elles sont étudiées et formalisées séparément, en les prenant par couple. Source : Lexique de gestion. - Dalloz, 1986.;Lexique de gestion. - Dalloz, 1986.;https://aciege.org/Dct/Fra/Fra_111_48.html
term:111_68;sg:111;4;terme;111_68;APPRENTISSAGE ORGANISATIONNEL;1 > 11 > 111 > 111_68;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > APPRENTISSAGE ORGANISATIONNEL;Ingham (1994) : Processus social d’interactions produisant de nouvelles connaissances et de nouveaux savoir-faire. Koening (1994) : Phénomène collectif d’acquisition et d’élaboration de compétences qui modifie la gestion des situations et les situations elles-mêmes. Source : LEROY, Frédéric. L’apprentissage organisationnel, une revue critique de la littérature. 16ème congrès de l’AIMS, du 25 au 27 mai 2011. Disponible en ligne sur : http://www.strategie-aims.com/events/conferences/16-viieme-conference-de-l-aims/communications/977-l-apprentissage-organisationnel-une-revue-critique-de-la-litterature/download (consulté le 02.07.2012) Déf : L’apprentissage organisationnel est possible lorsque les individus d’une organisation se trouvent confrontés à une situation problématique et qu’ils entament une investigation au nom de l’organisation. Ils constatent un écart entre les résultats espérés et les résultats obtenus, et répondent à ce constat par un processus de réflexion et d’action qui les conduit à modifier leurs représentations de l’organisation ou leur compréhension des phénomènes organisationnels, et à restructurer leurs activités de manière à rapprocher les résultats des attentes, changeant ainsi la théorie organisationnelle des usages. Il existe l’apprentissage en simple ou en double boucle. Source : C. Argyris. Apprentissage organisationnel: théorie, méthode, pratique. De Boeck, 2001.;LEROY, Frédéric. L’apprentissage organisationnel, une revue critique de la littérature. 16ème congrès de l’AIMS, du 25 au 27 mai 2011. Disponible en ligne sur : http://www.strategie-aims.com/events/conferences/16-viieme-conference-de-l-aims/communications/977-l-apprentissage-organisationnel-une-revue-critique-de-la-litterature/download (consulté le 02.07.2012). | C. Argyris. Apprentissage organisationnel: théorie, méthode, pratique. De Boeck, 2001.;https://aciege.org/Dct/Fra/Fra_111_68.html
term:111_96;sg:111;4;terme;111_96;BUREAUCRATIE;1 > 11 > 111 > 111_96;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > BUREAUCRATIE;Système particulier d'affectation des ressources selon des procédures non marchandes de type réglementaire. Hors de la sphère marchande, ce secteur applique des procédures particulières pour réaliser les objectifs fixés par une autorité (gouvernement, administration...) Le bureaucrate maximise son utilité tout comme un producteur. Ceci conduit à une croissance des dotations. La bureaucratie se développe dans différents systèmes sociaux, en liaison avec la complexification des systèmes productifs. Selon les théoriciens, elle est conçue soit comme une structure parasitaire (Marx), soit elle exprime le caractère limité de l'action humaine (H. Simon), soit comme une structure de protection pour l'individu (M. Crozier) (SILEM A.. -Lexique d'économie. -3ème éd. -Dalloz, 1989.);SILEM A.. -Lexique d'économie. -3ème éd. -Dalloz, 1989.;https://aciege.org/Dct/Fra/Fra_111_96.html
term:111_35;sg:111;4;terme;111_35;CHAINE DE VALEUR;1 > 11 > 111 > 111_35;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > CHAINE DE VALEUR;Déf 1 : « Outil d'analyse qui fait ressortir l'ensemble des activités créatrices de valeur en décomposant l'entreprise en activités pertinentes sur le plan stratégique, depuis l'approvisionnement en marchandises, matières ou fournitures auprès des fournisseurs jusqu'à la livraison de la marchandise ou du produit ou la prestation du service au client, le but étant de comprendre le comportement des coûts et de déterminer où se trouvent les sources présentes ou potentielles de différenciation du produit. » Source : Office québécois de la langue française. Le Grand dictionnaire terminologique, 2004. [http://www.granddictionnaire.com] – Consulté le 10/05/2007 Déf 2 : « La chaîne de valeur est un concept présenté par Porter (1986). Il se rapproche de celui de « business system » (ou chaîne d’activité) élaboré par le cabinet de conseil, McKinsey. La chaîne de valeur consiste à représenter la firme à travers une série d’activités séparées mais inter-reliées. La firme est découpée en neuf catégories d’activités : infrastructures de la firme, gestion des ressources humaines, développement technologique, approvisionnements, logistique interne, production, logistique externe, commercialisation/vente et services. Ces activités sont groupées selon leur nature : d’une part les activités principales ou primaires qui suivent le flux du processus de production et d’autre part, les activités de soutien qui viennent en appui des activités primaires. Toutes ces activités sont créatrices de valeur. La valeur de la firme est alors la somme que lies clients sont prêts à payer pour ce qu’elle offre. Les activités concourent à la marge de l’entreprise, du moins tant que la valeur totale créée reste supérieure aux coûts associés aux activités. Cette représentation de la firme permet d’analyser de façon systématique les sources de l’avantage concurrentiel de la firme en terme de coût ou de différenciation. L’entreprise cherche à renforcer les activités où elle bénéficie de compétences spécifiques et où elle peut constater des écarts par rapport à la concurrence. […] » Source : Tarondeau Jean-Claude, Huttin Christine. Dictionnaire de stratégie d’entreprise. Paris : Vuibert, 2001.;Office québécois de la langue française. Le Grand dictionnaire terminologique, 2004. [http://www.granddictionnaire.com] – Consulté le 10/05/2007. | Tarondeau Jean-Claude, Huttin Christine. Dictionnaire de stratégie d’entreprise. Paris : Vuibert, 2001.;https://aciege.org/Dct/Fra/Fra_111_35.html
term:111_58;sg:111;4;terme;111_58;CHANGEMENT ORGANISATIONNEL;1 > 11 > 111 > 111_58;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > CHANGEMENT ORGANISATIONNEL;Face à un environnement qui se mondialise, à une concurrence qui s'intensifie [...] l'entreprise est constamment obligée de se remettre en cause, d'inventer non seulement de nouveaux produits mais de mettre en place de nouveaux comportements organisationnels adaptés aux situations qu'elle rencontre ou provoque. Source : FAURE Gilles. Structure, organisation et efficacité de l'entreprise. Paris : Dunod, 1991. Déf 2 : Est une modification apportée à la structure, à la technologie ou au personnel d’une organisation. Le changement de la structure d’organisation induit une modification des relations hiérarchiques, des mécanismes de coordination de l’équilibre entre centralisation et décentralisation, des définitions de postes, ou encore d’autres paramètres de l’organisation. Le changement de la technologie entraîne des méthodes et des outils utilisés pour accomplir le travail. Le changement qui porte sur le personnel vise les attitudes, attentes, perceptions ou comportements. Source : Stephen Robbins. Management : l’essentiel des concepts et pratiques. 7ème. Ed. Pearson, 2011;FAURE Gilles. Structure, organisation et efficacité de l'entreprise. Paris : Dunod, 1991. | Stephen Robbins. Management : l’essentiel des concepts et pratiques. 7ème. Ed. Pearson, 2011.;https://aciege.org/Dct/Fra/Fra_111_58.html
term:111_02;sg:111;4;terme;111_02;CHEF D'ENTREPRISE;1 > 11 > 111 > 111_02;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > CHEF D'ENTREPRISE;Personne qui détient au sein d'une entreprise le pouvoir de décision, exerce une autorité sur les travailleurs et qui est pénalement responsable des manquements à la législation du travail. Source : Grand Larousse universel. -1989.;Grand Larousse universel. -1989.;https://aciege.org/Dct/Fra/Fra_111_02.html
term:111_78;sg:111;4;terme;111_78;COMMUNAUTE DE PRATIQUE;1 > 11 > 111 > 111_78;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > COMMUNAUTE DE PRATIQUE;Déf 1.- Réseau informel de personnes dont les champs de compétence sont complémentaires et qui sont impliquées dans une activité commune. Sous-entrée(s) / synonyme(s) : réseau d'échange de pratiques n. m., communauté de praticiens n.f. Note(s) : Les communautés de praticiens permettent à ceux qui en font partie d'améliorer leurs compétences par la mise en commun et le partage des informations livrées par les membres. Source : Office québécois de la langue française (2003). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 31-05-2006) Déf 2.- Les communautés de pratique contribuent au capital social collectif d’une organisation en permettant l’émergence de structures relationnelles spécifiques caractérisées par une atténuation des comportements opportunistes et un système d’échanges généralisé. Elles constituent des réponses collectives aux failles, inévitables, de la prescription. Le fonctionnement communautaire se caractérise par des échanges de connaissances privilégiés, la création de nouvelles connaissances et l’identification graduelle des membres de la communauté. Source : SOENEN, Guillaume. Les déterminants du fonctionnement communautaire : une étude comparative. Revue française de Gestion, avril 2006, n°163, vol. 32, p. 139;Office québécois de la langue française (2003). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 31-05-2006) Déf 2.- Les communautés de pratique contribuent au capital social collectif d’une organisation en permettant l’émergence de structures relationnelles spécifiques caractérisées par une atténuation des comportements opportunistes et un système d’échanges généralisé. Elles constituent des réponses collectives aux failles, inévitables, de la prescription. Le fonctionnement communautaire se caractérise par des échanges de connaissances privilégiés, la création de nouvelles connaissances et l’identification graduelle des membres de la communauté. | SOENEN, Guillaume. Les déterminants du fonctionnement communautaire : une étude comparative. Revue française de Gestion, avril 2006, n°163, vol. 32, p. 139.;https://aciege.org/Dct/Fra/Fra_111_78.html
term:111_25;sg:111;4;terme;111_25;COMPETITIVITE;1 > 11 > 111 > 111_25;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > COMPETITIVITE;Déf 1 La détermination de la compétitivité globale d’une entreprise s’apprécie à travers son potentiel de performance dans différents domaines, et en particulier dans les domaines financier, commerciaux, sociaux, technique, organisationnel et managériaux. Il s’agit non seulement d’évaluer les forces et les faiblesses de l’entreprise dans ces domaines mais surtout de les comparer avec celles de ses principaux concurrents. La compétitivité est une évaluation relative. Source : O. Meier Diagnostic stratégique : évaluer la compétitivité de l’entreprise. Dunod, 2011. Déf 2 Etat d’une entreprise capable d’affronter avec succès les concurrents grâce à la création d’avantages concurrentiels… Source : J.-P. Helfer Management : stratégie et organisation. Vuibert, 2010.;O. Meier Diagnostic stratégique : évaluer la compétitivité de l’entreprise. Dunod, 2011. Déf 2 Etat d’une entreprise capable d’affronter avec succès les concurrents grâce à la création d’avantages concurrentiels…. | J.-P. Helfer Management : stratégie et organisation. Vuibert, 2010.;https://aciege.org/Dct/Fra/Fra_111_25.html
term:111_13;sg:111;4;terme;111_13;CONSEIL D'ADMINISTRATION;1 > 11 > 111 > 111_13;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > CONSEIL D'ADMINISTRATION;Ensemble des personnes élues par les associés, les actionnaires ou les membres d'une entreprise ou d'un organisme pour en orienter la gestion. Note(s) : Le conseil d'administration peut comporter, par exemple, des dirigeants d'une caisse populaire qui sont élus lors d'une assemblée générale des membres ou des administrateurs d'une société par actions élus par les actionnaires. Le conseil d'administration a la responsabilité d'orienter la gestion de l'entreprise ou de l'organisme, d'harmoniser les intérêts des actionnaires, des employés et des clients, et de veiller à la rentabilité des activités de l'entreprise ou de l'organisme. L'ellipse de l'élément final d'un terme est courante en français. Ainsi, il est fréquent de rencontrer le terme conseil comme synonyme contextuel du terme conseil d'administration. Le terme bureau des directeurs est un calque de l'anglais board of directors qui concurrence inutilement le terme conseil d'administration. Source : Office québécois de la langue française (2001). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 30/05/2008);Office québécois de la langue française (2001). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 30/05/2008).;https://aciege.org/Dct/Fra/Fra_111_13.html
term:111_87;sg:111;4;terme;111_87;CULTURE D'ENTREPRISE;1 > 11 > 111 > 111_87;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > CULTURE D'ENTREPRISE;Déf : Culture organisationnelle propre à une entreprise. Programmation collective de l’esprit qui distingue les membres d’une organisation de ceux d’une autre. Source : G. Hofstede. Cultures et organisations : nos programmations mentales. Pearson, 2010. Déf 2 : Culture organisationnelle : Ensemble des attitudes communes et des valeurs partagées par les membres d'une même organisation. Source : Office québécois de la langue française (2008). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com (consulté le 02-03-2015) >;G. Hofstede. Cultures et organisations : nos programmations mentales. Pearson, 2010. | Office québécois de la langue française (2008). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com (consulté le 02-03-2015) >.;https://aciege.org/Dct/Fra/Fra_111_87.html
term:111_01;sg:111;4;terme;111_01;DELEGATION DE RESPONSABILITE;1 > 11 > 111 > 111_01;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > DELEGATION DE RESPONSABILITE;Déléguer une responsabilité, c'est confier à un subordonné la mission d'atteindre un objectif en lui laissant une certaine lattitude dans le choix des moyens. (GELINIER Octave. -Fonctions et tâches de direction générale. -Ed. Hommes et techniques, 1981.);GELINIER Octave. -Fonctions et tâches de direction générale. -Ed. Hommes et techniques, 1981.;https://aciege.org/Dct/Fra/Fra_111_01.html
term:111_57;sg:111;4;terme;111_57;DEVELOPPEMENT DES ORGANISATIONS;1 > 11 > 111 > 111_57;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > DEVELOPPEMENT DES ORGANISATIONS;L'analyse sociologique du développement des entreprises consiste donc à dégager les principes fondateurs des logiques d'organisation dont l'objectif est d'optimiser les rapports entre moyens humains et matériels de la production. Source : SAINSAULIER Renaud. -Sociologie de l'organisation et de l'entreprise. -Dalloz, 1987.;SAINSAULIER Renaud. -Sociologie de l'organisation et de l'entreprise. -Dalloz, 1987.;https://aciege.org/Dct/Fra/Fra_111_57.html
term:111_12;sg:111;4;terme;111_12;DIRECTION GENERALE;1 > 11 > 111 > 111_12;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > DIRECTION GENERALE;Déf1 : Unité administrative ayant à sa tête un directeur général et qui se subdivise en plusieurs directions. Déf 2 : Échelon supérieur de la direction qui groupe les directeurs des différents services, les vice-présidents chargés des directions fonctionnelles, les directeurs généraux et le président-directeur général. Source : Office québécois de la langue française (2001). Le Grand dictionnaire terminologique [en ligne]. Disponible sur: http://www.granddictionnaire.com (consulté le 24-02-2015);Office québécois de la langue française (2001). Le Grand dictionnaire terminologique [en ligne]. Disponible sur: http://www.granddictionnaire.com (consulté le 24-02-2015).;https://aciege.org/Dct/Fra/Fra_111_12.html
term:111_85;sg:111;4;terme;111_85;ETHIQUE PROFESSIONNELLE;1 > 11 > 111 > 111_85;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > ETHIQUE PROFESSIONNELLE;Ethique : Ensemble des normes acceptées par le groupe social. Ne sont pas écrites et sont seulement sanctionnées par la réprobation sociale. Pourtant généralement observées du fait de la pression qu'exerce celle-ci dans les sociétés évoluées. (GRAWITZ Madeleine. -Lexique des sciences sociales. -Dalloz, 1981.) Déontologie : Ensemble des règles et des devoirs qui constituent l'éthique d'un groupe d'individus ou d'une profession. Ex. : Code de déontologie de la publicité, des études de marché, de la médecine, etc. (ACADEMIE DES SCIENCES COMMERCIALES, CONSEIL INTERNATIONAL DE LA LANGUE FRANCAISE. -Dictionnaire commercial. -Hachette, 1979.);ACADEMIE DES SCIENCES COMMERCIALES, CONSEIL INTERNATIONAL DE LA LANGUE FRANCAISE. -Dictionnaire commercial. -Hachette, 1979.;https://aciege.org/Dct/Fra/Fra_111_85.html
term:111_23;sg:111;4;terme;111_23;GOUVERNEMENT D'ENTREPRISE;1 > 11 > 111 > 111_23;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > GOUVERNEMENT D'ENTREPRISE;Déf : Terme dérivé de l'anglais « governance », apparu en France au cours des années 1990. Il désigne la façon dont le pouvoir est organisé et exercé au sein d'une organisation. Il s'est généralisé en particulier dans son usage appliqué aux entreprises aux dépens du terme français gouvernement. Dans une acception large, la gouvernance d'entreprise ou corporate gouvernance représente l'organisation du contrôle et de la gestion de l'entreprise. De façon plus étroite, le terme de gouvernance d'entreprise est utilisé pour désigner l'articulation entre l'actionnaire et la direction de la société, et donc principalement le fonctionnement du conseil d'administration ou du directoire et du conseil de surveillance. Source : Les Echos.fr : Lexique financier [en ligne]. Disponible sur : http://www.lesechos.fr (consulté le 24-07-2015);Les Echos.fr : Lexique financier [en ligne]. Disponible sur : http://www.lesechos.fr (consulté le 24-07-2015).;https://aciege.org/Dct/Fra/Fra_111_23.html
term:111_22;sg:111;4;terme;111_22;HIERARCHIE;1 > 11 > 111 > 111_22;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > HIERARCHIE;Organisation du groupe selon laquelle chaque membre occupe une position déterminée en fonction de sa compétence et de sa dignité. Par extension : répartition d'un groupe d'éléments par ordre de grandeur ou d'importance. Source : SILEM A.. -Lexique d'économie. -Dalloz, 1989.;SILEM A.. -Lexique d'économie. -Dalloz, 1989.;https://aciege.org/Dct/Fra/Fra_111_22.html
term:111_65;sg:111;4;terme;111_65;MANAGEMENT;1 > 11 > 111 > 111_65;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > MANAGEMENT;1. Ensemble des techniques d'organisation qui sont mises en oeuvre pour la gestion d'une entité économique. 2. Dans le vieux français, on parle de ménage (Sully) signifiant l'art de diriger, d'administrer, d'organiser une entité économique, qui peut être aussi bien une nation qu'une entreprise et recouvre les notions de direction participative et de gestion dynamique. Dans un sens restreint, il peut désigner soit la direction générale (Top management), les cadres moyens (Middle management) soit l'organisation (ex : Scientific management : Organisation scientifique du travail). Source : C H. MARTINET, Lexique de gestion. Dalloz, 1989.;C H. MARTINET, Lexique de gestion. Dalloz, 1989.;https://aciege.org/Dct/Fra/Fra_111_65.html
term:111_94;sg:111;4;terme;111_94;MANAGEMENT COMPARE;1 > 11 > 111 > 111_94;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > MANAGEMENT COMPARE;Branche de management qui a pour objet d'analyser et de comparer les institutions et les systèmes de management en vigueur dans les différents pays. Source : Grand Larousse universel, 1989.;Grand Larousse universel, 1989.;https://aciege.org/Dct/Fra/Fra_111_94.html
term:111_77;sg:111;4;terme;111_77;MANAGEMENT DES CONNAISSANCES;1 > 11 > 111 > 111_77;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > MANAGEMENT DES CONNAISSANCES;Les trois composantes essentielles du Management des connaissances (Knowledge Management) sont la capitalisation, la circulation et les réseaux : 1. Il s'agit de capitaliser dans les bases documentaires les plus intelligentes possibles l'ensemble des connaissances stratégiques, 2. de donner un accès direct à des connaissances et permettre leur enrichissement à l'initiative de chacun, 3. enfin, le management des connaissances implique un management des réseaux et le partage d'une culture d'entreprise. Source : Le knowledge management prend ses marques. in : Archimag, septembre 1998, n°117, définition donnée par Michel Saloff-Coste, professeur au CRC, Centre de recherche et d'étude des chefs d'entreprise;Le knowledge management prend ses marques. in : Archimag, septembre 1998, n°117, définition donnée par Michel Saloff-Coste, professeur au CRC, Centre de recherche et d'étude des chefs d'entreprise.;https://aciege.org/Dct/Fra/Fra_111_77.html
term:111_83;sg:111;4;terme;111_83;MANAGEMENT DU RISQUE;1 > 11 > 111 > 111_83;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > MANAGEMENT DU RISQUE;Ensemble des activités qui consistent à recenser les risques auxquels l'entité est exposée, puis à définir et à mettre en place les mesures préventives appropriées en vue de supprimer ou d'atténuer les conséquences d'un risque couru. Source : Office québécois de la langue française. Le Grand dictionnaire terminologique, 2006. Disponible sur : http://www.granddictionnaire.com (Consulté le 28.06.2012);Office québécois de la langue française. Le Grand dictionnaire terminologique, 2006. Disponible sur : http://www.granddictionnaire.com (Consulté le 28.06.2012).;https://aciege.org/Dct/Fra/Fra_111_83.html
term:111_72;sg:111;4;terme;111_72;MANAGEMENT ENVIRONNEMENTAL;1 > 11 > 111 > 111_72;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > MANAGEMENT ENVIRONNEMENTAL;Ensemble d’activités coordonnées permettant d’orienter et de contrôler un organisme en matière d’environnement. Voir : système de management environnemental : composante du système de management global qui inclut la structure organisationnelle, les activités de planification, les responsabilités, les pratiques, les procédures, les procédés et les ressources pour élaborer mettre en œuvre, réaliser, passer en revue et maintenir la politique environnementale. (NF EN ISO 140001) In : BRODHAG Christian, BREUIL Florent, GONDRAN Natacha, OSSAMA François.- Dictionnaire du développement durable. Paris : AFNOR, 2004.- p.140;;https://aciege.org/Dct/Fra/Fra_111_72.html
term:111_73;sg:111;4;terme;111_73;MANAGEMENT INTERCULTUREL;1 > 11 > 111 > 111_73;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > MANAGEMENT INTERCULTUREL;Le management interculturel consiste à prendre en compte dans les fonctions de l'entreprise et du management les différences culturelles et à savoir en tirer un parti. Source : HARVARD L'EXPANSION, n°49, été 1988;HARVARD L'EXPANSION, n°49, été 1988.;https://aciege.org/Dct/Fra/Fra_111_73.html
term:111_74;sg:111;4;terme;111_74;MANAGEMENT INTERNATIONAL;1 > 11 > 111 > 111_74;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > MANAGEMENT INTERNATIONAL;Carrefour disciplinaire, le management international est le lieu d'un large foisonnement intellectuel et a suscité l'intérêt de sciences aussi variées que le droit, [...] l'histoire, [...] la science politique et les relations internationales, [...] la géographie. Pour le seul domaine de la science de gestion, le champ complexe et hétérogène de l'international couvre des thèmes divers comme la stratégie, les structures et processus de contrôle des filiales, la gestion financière, commerciale ou des ressources humaines, le transfert de technologies et les systèmes d'information... Source : Le Management international, HUAULT, Isabelle. Paris : La Découverte, 1998, p. 4.;Le Management international, HUAULT, Isabelle. Paris : La Découverte, 1998, p. 4.;https://aciege.org/Dct/Fra/Fra_111_74.html
term:111_82;sg:111;4;terme;111_82;MANAGEMENT TECHNOLOGIQUE;1 > 11 > 111 > 111_82;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > MANAGEMENT TECHNOLOGIQUE;Déf.1 : Parce que la technologie favorise l'amélioration des performances - performances caractérisées aujourd'hui par la vitesse, le coût et la qualité - les entreprises, pour participer à la concurrence mondiale, doivent maîtriser l'impact des technologies sur leur fonctionnement et développer une stratégie technologique dont l'axe central est le management technologique - c'est-à-dire une méthode destinée à améliorer les performances (au niveau fonctionnel : amélioration de la conception, de la production et de l'organisation et au niveau organisationnel : amélioration du processus, des savoirs et des savoir-faire des individus). Source : GRANGE, Thierry et ROCHE, Loïck. -Innovation et technologie. -Maxima, 1999. Déf.2 : A côté des ressources assez traditionnellement prises en compte, les capitaux et les hommes -souvent au privilège des premiers- l'analyse managériale a plus récemment réintroduit le management technologique à la fois sous l'aspect fonctionnel et stratégique. Les raisons explicatives sont nombreuses, mais le résultat est heureux, redonnant au métier d'entreprise son rôle primordial qui est le savoir découvrir . La gestion de ces ressources technologiques obéit aux règles générales de tout management. Organiser : faire ou faire faire - Mesurer : concilier précision et utilisation. Apprécier la valeur d'un actif pour allouer correctement. Comparer et harmoniser pour construire le portefeuille technologique. Source : LE DUFF, Robert et MAISSEU, André. -Management technologique.-Sirey,1991.;GRANGE, Thierry et ROCHE, Loïck. -Innovation et technologie. -Maxima, 1999. Déf.2 : A côté des ressources assez traditionnellement prises en compte, les capitaux et les hommes -souvent au privilège des premiers- l'analyse managériale a plus récemment réintroduit le management technologique à la fois sous l'aspect fonctionnel et stratégique. Les raisons explicatives sont nombreuses, mais le résultat est heureux, redonnant au métier d'entreprise son rôle primordial qui est le savoir découvrir . La gestion de ces ressources technologiques obéit aux règles générales de tout management. Organiser : faire ou faire faire - Mesurer : concilier précision et utilisation. Apprécier la valeur d'un actif pour allouer correctement. Comparer et harmoniser pour construire le portefeuille technologique. | LE DUFF, Robert et MAISSEU, André. -Management technologique.-Sirey,1991.;https://aciege.org/Dct/Fra/Fra_111_82.html
term:111_30;sg:111;4;terme;111_30;ORGANIGRAMME;1 > 11 > 111 > 111_30;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > ORGANIGRAMME;Représentation graphique de la structure d'une unité économique faisant apparaître les organes de l'unité et les liaisons hiérarchiques. Les principaux types d'organigrammes sont : - Pyramidal (forme d'arbre généalogique, structure linéaire ou militaire ou hiérarchique). - Normalisé (norme AFNOR, Z. 12001). - Circulaire : la longueur du rayon est proportionnelle au nombre d'échelons hiérarchiques, les arcs sont proportionnels aux effectifs d'exécution du dernier échelon. - l'orlogramme ou organigramme de Orlo proposé par Lobstein. Il est une adaptation de l'organigramme normalisé : les lignes horizontales sont les lignes de responsabilité, les lignes verticales celles de subordination, les différents niveaux hiérarchiques se développent horizontalement. (Alain-Ch. MARTINET, Lexique de gestion, 2ème éd., Dalloz, 1989);Alain-Ch. MARTINET, Lexique de gestion, 2ème éd., Dalloz, 1989;https://aciege.org/Dct/Fra/Fra_111_30.html
term:111_55;sg:111;4;terme;111_55;ORGANISATION;1 > 11 > 111 > 111_55;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > ORGANISATION;Méthode d'édification de la structure de fonctionnement et de direction d'une entreprise. L'organisation de l'entreprise doit donc être effectuée en fonction des objectifs visés, du domaine d'activité concerné et des résultats attendus. Par ailleurs l'organisation de l'entreprise doit passer par une structure aussi légère que possible afin de faciliter la rapidité et la qualité de la transmission de l'information. Enfin l'organisation de l'entreprise doit s'efforcer de ne pas figer les structure en place, mais au contraire d'en faciliter les mutations. On peut admettre quatre principes d'organisation générale qui induisent des modèles de direction et de structures différents : - le principe de l'unité du commandement qui entraîne l'établissement d'une structure hiérarchique - le principe de spécialisation des tâches qui débouche sur une structure fonctionnelle - le principe de séparation de la décision et du conseil qui impose le staff and line - le principe de gestion décentralisée qui trouve sa meilleure application dans la direction par objectifs Source : CENECO, Dixeco de l'entreprise, 3ème éd, Dunod, 1985;CENECO, Dixeco de l'entreprise, 3ème éd, Dunod, 1985.;https://aciege.org/Dct/Fra/Fra_111_55.html
term:111_40;sg:111;4;terme;111_40;RATIONALISATION;1 > 11 > 111 > 111_40;L'entreprise et son management > Gestion de l'entreprise > ORGANISATION > RATIONALISATION;Déf: Méthode d'organisation d'un processus de production selon des principes de gestion méthodiques qui reposent sur l'étude scientifique des tâches en vue d'une augmentation de l'efficacité et de l'efficience ainsi que d'une meilleure utilisation du capital et du travail. Note : Concrètement, la rationalisation adapte divers moyens aux fins poursuivies, comme la division et la spécialisation du travail, la normalisation de la production, l'automatisation.?La rationalisation ne doit pas être confondue avec le redimensionnement (downsizing), qui entraîne une réduction du personnel et de la masse salariale pour des raisons économiques et financières. Source : Office québécois de la langue française (2006). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://www.granddictionnaire.com (consulté le 24-02-205);Office québécois de la langue française (2006). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://www.granddictionnaire.com (consulté le 24-02-205).;https://aciege.org/Dct/Fra/Fra_111_40.html
